Date,Confirmed,Location
2020/03/02,0,埼玉県
2020/03/03,0,埼玉県
2020/03/04,0,埼玉県
2020/03/05,2,埼玉県
2020/03/06,3,埼玉県
2020/03/07,0,埼玉県
2020/03/08,1,埼玉県
2020/03/09,0,埼玉県
2020/03/10,5,埼玉県
2020/03/11,2,埼玉県
2020/03/12,6,埼玉県
2020/03/13,2,埼玉県
2020/03/14,7,埼玉県
2020/03/15,0,埼玉県
2020/03/16,0,埼玉県
2020/03/17,5,埼玉県
2020/03/18,1,埼玉県
2020/03/19,4,埼玉県
2020/03/20,3,埼玉県
2020/03/21,3,埼玉県
2020/03/22,6,埼玉県
2020/03/23,1,埼玉県
2020/03/24,7,埼玉県
2020/03/25,1,埼玉県
2020/03/26,7,埼玉県
2020/03/27,6,埼玉県
2020/03/28,6,埼玉県
2020/03/29,5,埼玉県
2020/03/30,1,埼玉県
2020/03/31,15,埼玉県
2020/04/01,4,埼玉県
2020/04/02,14,埼玉県
2020/04/03,17,埼玉県
2020/04/04,25,埼玉県
2020/04/05,25,埼玉県
2020/04/06,14,埼玉県
2020/04/07,17,埼玉県
2020/04/08,34,埼玉県
2020/04/09,35,埼玉県
2020/04/10,53,埼玉県
2020/04/11,37,埼玉県
2020/04/12,40,埼玉県
2020/04/13,15,埼玉県
2020/04/14,22,埼玉県
2020/04/15,61,埼玉県
2020/04/16,51,埼玉県
2020/04/17,26,埼玉県
2020/04/18,37,埼玉県
2020/04/19,37,埼玉県
2020/04/20,12,埼玉県
2020/04/21,10,埼玉県
2020/04/22,40,埼玉県
2020/04/23,32,埼玉県
2020/04/24,18,埼玉県
2020/04/25,22,埼玉県
2020/04/26,19,埼玉県
2020/04/27,8,埼玉県
2020/04/28,7,埼玉県
2020/04/29,15,埼玉県
2020/04/30,12,埼玉県
2020/05/01,5,埼玉県
2020/05/02,21,埼玉県
2020/05/03,12,埼玉県
2020/05/04,5,埼玉県
2020/05/05,6,埼玉県
2020/05/06,9,埼玉県
2020/05/07,14,埼玉県
2020/05/08,11,埼玉県
2020/05/09,16,埼玉県
2020/05/10,5,埼玉県
2020/05/11,2,埼玉県
2020/05/12,1,埼玉県
2020/05/13,4,埼玉県
2020/05/14,4,埼玉県
2020/05/15,2,埼玉県
2020/05/16,5,埼玉県
2020/05/17,4,埼玉県
2020/05/18,3,埼玉県
2020/05/19,0,埼玉県
2020/05/20,5,埼玉県
2020/05/21,1,埼玉県
2020/05/22,1,埼玉県
2020/05/23,1,埼玉県
2020/05/24,0,埼玉県
2020/05/25,0,埼玉県
2020/05/26,0,埼玉県
2020/05/27,0,埼玉県
2020/05/28,2,埼玉県
2020/05/29,2,埼玉県
2020/05/30,0,埼玉県
2020/05/31,0,埼玉県
2020/06/01,0,埼玉県
2020/06/02,0,埼玉県
2020/06/03,2,埼玉県
2020/06/04,0,埼玉県
2020/06/05,1,埼玉県
2020/06/06,1,埼玉県
2020/06/07,0,埼玉県
2020/06/08,0,埼玉県
2020/06/09,1,埼玉県
2020/06/10,6,埼玉県
2020/06/11,3,埼玉県
2020/06/12,2,埼玉県
2020/06/13,0,埼玉県
2020/06/14,2,埼玉県
2020/06/15,0,埼玉県
2020/06/16,1,埼玉県
2020/06/17,1,埼玉県
2020/06/18,2,埼玉県
2020/06/19,2,埼玉県
2020/06/20,4,埼玉県
2020/06/21,7,埼玉県
2020/06/22,4,埼玉県
2020/06/23,12,埼玉県
2020/06/24,9,埼玉県
2020/06/25,11,埼玉県
2020/06/26,16,埼玉県
2020/06/27,11,埼玉県
2020/06/28,8,埼玉県
2020/06/29,13,埼玉県
2020/06/30,10,埼玉県
2020/07/01,14,埼玉県
2020/07/02,19,埼玉県
2020/07/03,26,埼玉県
2020/07/04,27,埼玉県
2020/07/05,21,埼玉県
2020/07/06,16,埼玉県
2020/07/07,27,埼玉県
2020/07/08,48,埼玉県
2020/07/09,22,埼玉県
2020/07/10,44,埼玉県
2020/07/11,35,埼玉県
2020/07/12,31,埼玉県
2020/07/13,26,埼玉県
2020/07/14,42,埼玉県
2020/07/15,38,埼玉県
2020/07/16,49,埼玉県
2020/07/17,51,埼玉県
2020/07/18,48,埼玉県
2020/07/19,38,埼玉県
2020/07/20,28,埼玉県
2020/07/21,47,埼玉県
2020/07/22,62,埼玉県
2020/07/23,64,埼玉県
2020/07/24,45,埼玉県
2020/07/25,35,埼玉県
2020/07/26,33,埼玉県
2020/07/27,23,埼玉県
2020/07/28,55,埼玉県
2020/07/29,53,埼玉県
2020/07/30,57,埼玉県
2020/07/31,57,埼玉県
2020/08/01,74,埼玉県
2020/08/02,74,埼玉県
2020/08/03,49,埼玉県
2020/08/04,49,埼玉県
2020/08/05,64,埼玉県
2020/08/06,65,埼玉県
2020/08/07,50,埼玉県
2020/08/08,84,埼玉県
2020/08/09,56,埼玉県
2020/08/10,42,埼玉県
2020/08/11,36,埼玉県
2020/08/12,45,埼玉県
2020/08/13,56,埼玉県
2020/08/14,56,埼玉県
2020/08/15,52,埼玉県
2020/08/16,56,埼玉県
2020/08/17,35,埼玉県
2020/08/18,24,埼玉県
2020/08/19,62,埼玉県
2020/08/20,71,埼玉県
2020/08/21,50,埼玉県
2020/08/22,66,埼玉県
2020/08/23,31,埼玉県
2020/08/24,30,埼玉県
2020/08/25,35,埼玉県
2020/08/26,54,埼玉県
2020/08/27,69,埼玉県
2020/08/28,56,埼玉県
2020/08/29,55,埼玉県
2020/08/30,42,埼玉県
2020/08/31,25,埼玉県
2020/09/01,46,埼玉県
2020/09/02,40,埼玉県
2020/09/03,42,埼玉県
2020/09/04,24,埼玉県
2020/09/05,22,埼玉県
2020/09/06,21,埼玉県
2020/09/07,14,埼玉県
2020/09/08,12,埼玉県
2020/09/09,25,埼玉県
2020/09/10,30,埼玉県
2020/09/11,25,埼玉県
2020/09/12,36,埼玉県
2020/09/13,22,埼玉県
2020/09/14,16,埼玉県
2020/09/15,19,埼玉県
2020/09/16,29,埼玉県
2020/09/17,20,埼玉県
2020/09/18,24,埼玉県
2020/09/19,23,埼玉県
2020/09/20,16,埼玉県
2020/09/21,15,埼玉県
2020/09/22,14,埼玉県
2020/09/23,12,埼玉県
2020/09/24,21,埼玉県
2020/09/25,27,埼玉県
2020/09/26,23,埼玉県
2020/09/27,35,埼玉県
2020/09/28,20,埼玉県
2020/09/29,25,埼玉県
2020/09/30,28,埼玉県
2020/10/01,33,埼玉県
2020/10/02,30,埼玉県
2020/10/03,50,埼玉県
2020/10/04,35,埼玉県
2020/10/05,20,埼玉県
2020/10/06,20,埼玉県
2020/10/07,39,埼玉県
2020/10/08,44,埼玉県
2020/10/09,28,埼玉県
2020/10/10,100,埼玉県
2020/10/11,30,埼玉県
2020/10/12,18,埼玉県
2020/10/13,31,埼玉県
2020/10/14,47,埼玉県
2020/10/15,57,埼玉県
2020/10/16,52,埼玉県
2020/10/17,45,埼玉県
2020/10/18,40,埼玉県
2020/10/19,22,埼玉県
2020/10/20,33,埼玉県
2020/10/21,50,埼玉県
2020/10/22,45,埼玉県
2020/10/23,40,埼玉県
2020/10/24,41,埼玉県
2020/10/25,17,埼玉県
2020/10/26,34,埼玉県
2020/10/27,29,埼玉県
2020/10/28,44,埼玉県
2020/10/29,39,埼玉県
2020/10/30,61,埼玉県
2020/10/31,29,埼玉県
2020/11/01,33,埼玉県
2020/11/02,26,埼玉県
2020/11/03,30,埼玉県
2020/11/04,42,埼玉県
2020/11/05,32,埼玉県
2020/11/06,114,埼玉県
2020/11/07,69,埼玉県
2020/11/08,44,埼玉県
2020/11/09,51,埼玉県
2020/11/10,67,埼玉県
2020/11/11,116,埼玉県
2020/11/12,75,埼玉県
2020/11/13,83,埼玉県
2020/11/14,104,埼玉県
2020/11/15,80,埼玉県
2020/11/16,87,埼玉県
2020/11/17,88,埼玉県
2020/11/18,126,埼玉県
2020/11/19,108,埼玉県
2020/11/20,96,埼玉県
2020/11/21,172,埼玉県
2020/11/22,114,埼玉県
2020/11/23,88,埼玉県
2020/11/24,43,埼玉県
2020/11/25,99,埼玉県
2020/11/26,159,埼玉県
2020/11/27,103,埼玉県
2020/11/28,118,埼玉県
2020/11/29,138,埼玉県
2020/11/30,65,埼玉県
2020/12/01,103,埼玉県
2020/12/02,150,埼玉県
2020/12/03,149,埼玉県
2020/12/04,163,埼玉県
2020/12/05,168,埼玉県
2020/12/06,162,埼玉県
2020/12/07,90,埼玉県
2020/12/08,172,埼玉県
2020/12/09,145,埼玉県
2020/12/10,187,埼玉県
2020/12/11,184,埼玉県
2020/12/12,199,埼玉県
2020/12/13,143,埼玉県
2020/12/14,102,埼玉県
2020/12/15,170,埼玉県
2020/12/16,179,埼玉県
2020/12/17,196,埼玉県
2020/12/18,201,埼玉県
2020/12/19,226,埼玉県
2020/12/20,158,埼玉県
2020/12/21,117,埼玉県
2020/12/22,196,埼玉県
2020/12/23,230,埼玉県
2020/12/24,251,埼玉県
2020/12/25,296,埼玉県
2020/12/26,265,埼玉県
2020/12/27,211,埼玉県
2020/12/28,184,埼玉県
2020/12/29,298,埼玉県
2020/12/30,244,埼玉県
2020/12/31,330,埼玉県
2021/01/01,220,埼玉県
2021/01/02,213,埼玉県
2021/01/03,205,埼玉県
2021/01/04,243,埼玉県
2021/01/05,368,埼玉県
2021/01/06,394,埼玉県
2021/01/07,459,埼玉県
2021/01/08,496,埼玉県
2021/01/09,517,埼玉県
2021/01/10,414,埼玉県
2021/01/11,346,埼玉県
2021/01/12,260,埼玉県
2021/01/13,391,埼玉県
2021/01/14,455,埼玉県
2021/01/15,489,埼玉県
2021/01/16,582,埼玉県
2021/01/17,433,埼玉県
2021/01/18,328,埼玉県
2021/01/19,421,埼玉県
2021/01/20,411,埼玉県
2021/01/21,435,埼玉県
2021/01/22,358,埼玉県
2021/01/23,325,埼玉県
2021/01/24,285,埼玉県
2021/01/25,250,埼玉県
2021/01/26,253,埼玉県
2021/01/27,247,埼玉県
2021/01/28,291,埼玉県
2021/01/29,256,埼玉県
2021/01/30,304,埼玉県
2021/01/31,242,埼玉県
2021/02/01,159,埼玉県
2021/02/02,247,埼玉県
2021/02/03,257,埼玉県
2021/02/04,241,埼玉県
2021/02/05,227,埼玉県
2021/02/06,205,埼玉県
2021/02/07,187,埼玉県
2021/02/08,120,埼玉県
2021/02/09,173,埼玉県
2021/02/10,169,埼玉県
2021/02/11,172,埼玉県
2021/02/12,124,埼玉県
2021/02/13,163,埼玉県
2021/02/14,131,埼玉県
2021/02/15,94,埼玉県
2021/02/16,114,埼玉県
2021/02/17,130,埼玉県
2021/02/18,210,埼玉県
2021/02/19,141,埼玉県
2021/02/20,121,埼玉県
2021/02/21,84,埼玉県
2021/02/22,101,埼玉県
2021/02/23,105,埼玉県
2021/02/24,59,埼玉県
2021/02/25,111,埼玉県
2021/02/26,100,埼玉県
2021/02/27,118,埼玉県
2021/02/28,97,埼玉県
2021/03/01,61,埼玉県
2021/03/02,102,埼玉県
2021/03/03,98,埼玉県
2021/03/04,123,埼玉県
2021/03/05,90,埼玉県
2021/03/06,113,埼玉県
2021/03/07,123,埼玉県
2021/03/08,65,埼玉県
2021/03/09,106,埼玉県
2021/03/10,135,埼玉県
2021/03/11,126,埼玉県
2021/03/12,155,埼玉県
2021/03/13,183,埼玉県
2021/03/14,77,埼玉県
2021/03/15,72,埼玉県
2021/03/16,96,埼玉県
2021/03/17,132,埼玉県
2021/03/18,115,埼玉県
2021/03/19,135,埼玉県
2021/03/20,133,埼玉県
2021/03/21,79,埼玉県
2021/03/22,60,埼玉県
2021/03/23,136,埼玉県
2021/03/24,121,埼玉県
2021/03/25,113,埼玉県
2021/03/26,135,埼玉県
2021/03/27,124,埼玉県
2021/03/28,114,埼玉県
2021/03/29,102,埼玉県
2021/03/30,107,埼玉県
2021/03/31,152,埼玉県
2020/01/16,0,千葉県
2020/01/17,0,千葉県
2020/01/18,0,千葉県
2020/01/19,0,千葉県
2020/01/20,0,千葉県
2020/01/21,0,千葉県
2020/01/22,0,千葉県
2020/01/23,0,千葉県
2020/01/24,0,千葉県
2020/01/25,0,千葉県
2020/01/26,0,千葉県
2020/01/27,0,千葉県
2020/01/28,0,千葉県
2020/01/29,0,千葉県
2020/01/30,0,千葉県
2020/01/31,1,千葉県
2020/02/01,0,千葉県
2020/02/02,0,千葉県
2020/02/03,0,千葉県
2020/02/04,1,千葉県
2020/02/05,1,千葉県
2020/02/06,0,千葉県
2020/02/07,0,千葉県
2020/02/08,0,千葉県
2020/02/09,0,千葉県
2020/02/10,0,千葉県
2020/02/11,0,千葉県
2020/02/12,0,千葉県
2020/02/13,1,千葉県
2020/02/14,0,千葉県
2020/02/15,0,千葉県
2020/02/16,0,千葉県
2020/02/17,0,千葉県
2020/02/18,0,千葉県
2020/02/19,0,千葉県
2020/02/20,1,千葉県
2020/02/21,1,千葉県
2020/02/22,3,千葉県
2020/02/23,1,千葉県
2020/02/24,0,千葉県
2020/02/25,0,千葉県
2020/02/26,3,千葉県
2020/02/27,0,千葉県
2020/02/28,0,千葉県
2020/02/29,0,千葉県
2020/03/01,1,千葉県
2020/03/02,0,千葉県
2020/03/03,0,千葉県
2020/03/04,1,千葉県
2020/03/05,0,千葉県
2020/03/06,2,千葉県
2020/03/07,4,千葉県
2020/03/08,0,千葉県
2020/03/09,1,千葉県
2020/03/10,1,千葉県
2020/03/11,2,千葉県
2020/03/12,2,千葉県
2020/03/13,2,千葉県
2020/03/14,2,千葉県
2020/03/15,0,千葉県
2020/03/16,0,千葉県
2020/03/17,0,千葉県
2020/03/18,2,千葉県
2020/03/19,3,千葉県
2020/03/20,5,千葉県
2020/03/21,1,千葉県
2020/03/22,2,千葉県
2020/03/23,3,千葉県
2020/03/24,1,千葉県
2020/03/25,5,千葉県
2020/03/26,3,千葉県
2020/03/27,7,千葉県
2020/03/28,62,千葉県
2020/03/29,33,千葉県
2020/03/30,0,千葉県
2020/03/31,13,千葉県
2020/04/01,14,千葉県
2020/04/02,5,千葉県
2020/04/03,20,千葉県
2020/04/04,26,千葉県
2020/04/05,26,千葉県
2020/04/06,18,千葉県
2020/04/07,13,千葉県
2020/04/08,34,千葉県
2020/04/09,30,千葉県
2020/04/10,33,千葉県
2020/04/11,36,千葉県
2020/04/12,44,千葉県
2020/04/13,19,千葉県
2020/04/14,16,千葉県
2020/04/15,35,千葉県
2020/04/16,58,千葉県
2020/04/17,35,千葉県
2020/04/18,34,千葉県
2020/04/19,18,千葉県
2020/04/20,22,千葉県
2020/04/21,21,千葉県
2020/04/22,20,千葉県
2020/04/23,24,千葉県
2020/04/24,18,千葉県
2020/04/25,8,千葉県
2020/04/26,8,千葉県
2020/04/27,7,千葉県
2020/04/28,8,千葉県
2020/04/29,4,千葉県
2020/04/30,9,千葉県
2020/05/01,6,千葉県
2020/05/02,6,千葉県
2020/05/03,5,千葉県
2020/05/04,5,千葉県
2020/05/05,1,千葉県
2020/05/06,2,千葉県
2020/05/07,5,千葉県
2020/05/08,3,千葉県
2020/05/09,3,千葉県
2020/05/10,0,千葉県
2020/05/11,3,千葉県
2020/05/12,3,千葉県
2020/05/13,2,千葉県
2020/05/14,0,千葉県
2020/05/15,2,千葉県
2020/05/16,8,千葉県
2020/05/17,0,千葉県
2020/05/18,2,千葉県
2020/05/19,0,千葉県
2020/05/20,1,千葉県
2020/05/21,3,千葉県
2020/05/22,0,千葉県
2020/05/23,0,千葉県
2020/05/24,0,千葉県
2020/05/25,0,千葉県
2020/05/26,0,千葉県
2020/05/27,1,千葉県
2020/05/28,1,千葉県
2020/05/29,0,千葉県
2020/05/30,1,千葉県
2020/05/31,1,千葉県
2020/06/01,0,千葉県
2020/06/02,1,千葉県
2020/06/03,1,千葉県
2020/06/04,0,千葉県
2020/06/05,1,千葉県
2020/06/06,0,千葉県
2020/06/07,3,千葉県
2020/06/08,0,千葉県
2020/06/09,3,千葉県
2020/06/10,2,千葉県
2020/06/11,3,千葉県
2020/06/12,3,千葉県
2020/06/13,1,千葉県
2020/06/14,0,千葉県
2020/06/15,0,千葉県
2020/06/16,0,千葉県
2020/06/17,1,千葉県
2020/06/18,2,千葉県
2020/06/19,0,千葉県
2020/06/20,2,千葉県
2020/06/21,0,千葉県
2020/06/22,2,千葉県
2020/06/23,3,千葉県
2020/06/24,4,千葉県
2020/06/25,4,千葉県
2020/06/26,4,千葉県
2020/06/27,5,千葉県
2020/06/28,3,千葉県
2020/06/29,4,千葉県
2020/06/30,7,千葉県
2020/07/01,6,千葉県
2020/07/02,11,千葉県
2020/07/03,9,千葉県
2020/07/04,15,千葉県
2020/07/05,7,千葉県
2020/07/06,9,千葉県
2020/07/07,11,千葉県
2020/07/08,9,千葉県
2020/07/09,22,千葉県
2020/07/10,12,千葉県
2020/07/11,13,千葉県
2020/07/12,31,千葉県
2020/07/13,17,千葉県
2020/07/14,25,千葉県
2020/07/15,29,千葉県
2020/07/16,32,千葉県
2020/07/17,20,千葉県
2020/07/18,32,千葉県
2020/07/19,24,千葉県
2020/07/20,18,千葉県
2020/07/21,15,千葉県
2020/07/22,40,千葉県
2020/07/23,33,千葉県
2020/07/24,26,千葉県
2020/07/25,21,千葉県
2020/07/26,22,千葉県
2020/07/27,24,千葉県
2020/07/28,23,千葉県
2020/07/29,49,千葉県
2020/07/30,49,千葉県
2020/07/31,35,千葉県
2020/08/01,73,千葉県
2020/08/02,51,千葉県
2020/08/03,43,千葉県
2020/08/04,47,千葉県
2020/08/05,50,千葉県
2020/08/06,76,千葉県
2020/08/07,65,千葉県
2020/08/08,53,千葉県
2020/08/09,46,千葉県
2020/08/10,41,千葉県
2020/08/11,18,千葉県
2020/08/12,34,千葉県
2020/08/13,46,千葉県
2020/08/14,51,千葉県
2020/08/15,60,千葉県
2020/08/16,48,千葉県
2020/08/17,32,千葉県
2020/08/18,37,千葉県
2020/08/19,46,千葉県
2020/08/20,64,千葉県
2020/08/21,54,千葉県
2020/08/22,43,千葉県
2020/08/23,36,千葉県
2020/08/24,27,千葉県
2020/08/25,33,千葉県
2020/08/26,43,千葉県
2020/08/27,45,千葉県
2020/08/28,39,千葉県
2020/08/29,33,千葉県
2020/08/30,39,千葉県
2020/08/31,17,千葉県
2020/09/01,18,千葉県
2020/09/02,24,千葉県
2020/09/03,33,千葉県
2020/09/04,35,千葉県
2020/09/05,28,千葉県
2020/09/06,23,千葉県
2020/09/07,14,千葉県
2020/09/08,32,千葉県
2020/09/09,23,千葉県
2020/09/10,28,千葉県
2020/09/11,31,千葉県
2020/09/12,45,千葉県
2020/09/13,20,千葉県
2020/09/14,11,千葉県
2020/09/15,30,千葉県
2020/09/16,37,千葉県
2020/09/17,34,千葉県
2020/09/18,40,千葉県
2020/09/19,46,千葉県
2020/09/20,35,千葉県
2020/09/21,14,千葉県
2020/09/22,18,千葉県
2020/09/23,20,千葉県
2020/09/24,26,千葉県
2020/09/25,31,千葉県
2020/09/26,38,千葉県
2020/09/27,21,千葉県
2020/09/28,16,千葉県
2020/09/29,40,千葉県
2020/09/30,34,千葉県
2020/10/01,38,千葉県
2020/10/02,34,千葉県
2020/10/03,42,千葉県
2020/10/04,37,千葉県
2020/10/05,22,千葉県
2020/10/06,41,千葉県
2020/10/07,44,千葉県
2020/10/08,39,千葉県
2020/10/09,39,千葉県
2020/10/10,35,千葉県
2020/10/11,43,千葉県
2020/10/12,11,千葉県
2020/10/13,24,千葉県
2020/10/14,31,千葉県
2020/10/15,54,千葉県
2020/10/16,43,千葉県
2020/10/17,32,千葉県
2020/10/18,25,千葉県
2020/10/19,18,千葉県
2020/10/20,40,千葉県
2020/10/21,49,千葉県
2020/10/22,43,千葉県
2020/10/23,54,千葉県
2020/10/24,41,千葉県
2020/10/25,36,千葉県
2020/10/26,25,千葉県
2020/10/27,44,千葉県
2020/10/28,40,千葉県
2020/10/29,43,千葉県
2020/10/30,34,千葉県
2020/10/31,37,千葉県
2020/11/01,24,千葉県
2020/11/02,21,千葉県
2020/11/03,40,千葉県
2020/11/04,30,千葉県
2020/11/05,58,千葉県
2020/11/06,42,千葉県
2020/11/07,61,千葉県
2020/11/08,44,千葉県
2020/11/09,32,千葉県
2020/11/10,48,千葉県
2020/11/11,65,千葉県
2020/11/12,74,千葉県
2020/11/13,60,千葉県
2020/11/14,88,千葉県
2020/11/15,60,千葉県
2020/11/16,77,千葉県
2020/11/17,79,千葉県
2020/11/18,66,千葉県
2020/11/19,106,千葉県
2020/11/20,90,千葉県
2020/11/21,109,千葉県
2020/11/22,80,千葉県
2020/11/23,59,千葉県
2020/11/24,42,千葉県
2020/11/25,73,千葉県
2020/11/26,82,千葉県
2020/11/27,107,千葉県
2020/11/28,113,千葉県
2020/11/29,75,千葉県
2020/11/30,68,千葉県
2020/12/01,74,千葉県
2020/12/02,76,千葉県
2020/12/03,82,千葉県
2020/12/04,75,千葉県
2020/12/05,74,千葉県
2020/12/06,78,千葉県
2020/12/07,53,千葉県
2020/12/08,80,千葉県
2020/12/09,91,千葉県
2020/12/10,150,千葉県
2020/12/11,116,千葉県
2020/12/12,121,千葉県
2020/12/13,111,千葉県
2020/12/14,80,千葉県
2020/12/15,119,千葉県
2020/12/16,123,千葉県
2020/12/17,148,千葉県
2020/12/18,150,千葉県
2020/12/19,128,千葉県
2020/12/20,119,千葉県
2020/12/21,117,千葉県
2020/12/22,152,千葉県
2020/12/23,141,千葉県
2020/12/24,234,千葉県
2020/12/25,212,千葉県
2020/12/26,201,千葉県
2020/12/27,105,千葉県
2020/12/28,175,千葉県
2020/12/29,216,千葉県
2020/12/30,218,千葉県
2020/12/31,252,千葉県
2021/01/01,144,千葉県
2021/01/02,235,千葉県
2021/01/03,225,千葉県
2021/01/04,195,千葉県
2021/01/05,261,千葉県
2021/01/06,310,千葉県
2021/01/07,450,千葉県
2021/01/08,455,千葉県
2021/01/09,477,千葉県
2021/01/10,388,千葉県
2021/01/11,340,千葉県
2021/01/12,415,千葉県
2021/01/13,422,千葉県
2021/01/14,488,千葉県
2021/01/15,504,千葉県
2021/01/16,503,千葉県
2021/01/17,428,千葉県
2021/01/18,363,千葉県
2021/01/19,487,千葉県
2021/01/20,397,千葉県
2021/01/21,480,千葉県
2021/01/22,462,千葉県
2021/01/23,411,千葉県
2021/01/24,328,千葉県
2021/01/25,290,千葉県
2021/01/26,340,千葉県
2021/01/27,258,千葉県
2021/01/28,314,千葉県
2021/01/29,339,千葉県
2021/01/30,317,千葉県
2021/01/31,212,千葉県
2021/02/01,191,千葉県
2021/02/02,222,千葉県
2021/02/03,218,千葉県
2021/02/04,202,千葉県
2021/02/05,238,千葉県
2021/02/06,226,千葉県
2021/02/07,121,千葉県
2021/02/08,155,千葉県
2021/02/09,98,千葉県
2021/02/10,145,千葉県
2021/02/11,127,千葉県
2021/02/12,117,千葉県
2021/02/13,98,千葉県
2021/02/14,108,千葉県
2021/02/15,136,千葉県
2021/02/16,145,千葉県
2021/02/17,130,千葉県
2021/02/18,149,千葉県
2021/02/19,146,千葉県
2021/02/20,123,千葉県
2021/02/21,163,千葉県
2021/02/22,99,千葉県
2021/02/23,90,千葉県
2021/02/24,127,千葉県
2021/02/25,107,千葉県
2021/02/26,113,千葉県
2021/02/27,151,千葉県
2021/02/28,132,千葉県
2021/03/01,127,千葉県
2021/03/02,87,千葉県
2021/03/03,164,千葉県
2021/03/04,107,千葉県
2021/03/05,137,千葉県
2021/03/06,108,千葉県
2021/03/07,113,千葉県
2021/03/08,73,千葉県
2021/03/09,82,千葉県
2021/03/10,106,千葉県
2021/03/11,122,千葉県
2021/03/12,105,千葉県
2021/03/13,129,千葉県
2021/03/14,106,千葉県
2021/03/15,76,千葉県
2021/03/16,76,千葉県
2021/03/17,90,千葉県
2021/03/18,122,千葉県
2021/03/19,129,千葉県
2021/03/20,99,千葉県
2021/03/21,88,千葉県
2021/03/22,97,千葉県
2021/03/23,72,千葉県
2021/03/24,107,千葉県
2021/03/25,98,千葉県
2021/03/26,135,千葉県
2021/03/27,97,千葉県
2021/03/28,92,千葉県
2021/03/29,110,千葉県
2021/03/30,81,千葉県
2021/03/31,106,千葉県
2020/01/16,0,東京都
2020/01/17,0,東京都
2020/01/18,0,東京都
2020/01/19,0,東京都
2020/01/20,0,東京都
2020/01/21,0,東京都
2020/01/22,0,東京都
2020/01/23,0,東京都
2020/01/24,1,東京都
2020/01/25,1,東京都
2020/01/26,0,東京都
2020/01/27,0,東京都
2020/01/28,0,東京都
2020/01/29,0,東京都
2020/01/30,1,東京都
2020/01/31,0,東京都
2020/02/01,0,東京都
2020/02/02,0,東京都
2020/02/03,0,東京都
2020/02/04,0,東京都
2020/02/05,0,東京都
2020/02/06,0,東京都
2020/02/07,0,東京都
2020/02/08,0,東京都
2020/02/09,0,東京都
2020/02/10,0,東京都
2020/02/11,0,東京都
2020/02/12,0,東京都
2020/02/13,1,東京都
2020/02/14,2,東京都
2020/02/15,8,東京都
2020/02/16,5,東京都
2020/02/17,0,東京都
2020/02/18,3,東京都
2020/02/19,3,東京都
2020/02/20,0,東京都
2020/02/21,3,東京都
2020/02/22,1,東京都
2020/02/23,0,東京都
2020/02/24,3,東京都
2020/02/25,0,東京都
2020/02/26,3,東京都
2020/02/27,1,東京都
2020/02/28,0,東京都
2020/02/29,1,東京都
2020/03/01,2,東京都
2020/03/02,0,東京都
2020/03/03,1,東京都
2020/03/04,4,東京都
2020/03/05,8,東京都
2020/03/06,6,東京都
2020/03/07,6,東京都
2020/03/08,0,東京都
2020/03/09,0,東京都
2020/03/10,3,東京都
2020/03/11,6,東京都
2020/03/12,2,東京都
2020/03/13,2,東京都
2020/03/14,10,東京都
2020/03/15,3,東京都
2020/03/16,0,東京都
2020/03/17,12,東京都
2020/03/18,9,東京都
2020/03/19,7,東京都
2020/03/20,11,東京都
2020/03/21,7,東京都
2020/03/22,3,東京都
2020/03/23,16,東京都
2020/03/24,18,東京都
2020/03/25,41,東京都
2020/03/26,46,東京都
2020/03/27,40,東京都
2020/03/28,64,東京都
2020/03/29,72,東京都
2020/03/30,12,東京都
2020/03/31,78,東京都
2020/04/01,67,東京都
2020/04/02,98,東京都
2020/04/03,92,東京都
2020/04/04,118,東京都
2020/04/05,141,東京都
2020/04/06,85,東京都
2020/04/07,87,東京都
2020/04/08,156,東京都
2020/04/09,183,東京都
2020/04/10,199,東京都
2020/04/11,198,東京都
2020/04/12,174,東京都
2020/04/13,100,東京都
2020/04/14,159,東京都
2020/04/15,127,東京都
2020/04/16,151,東京都
2020/04/17,206,東京都
2020/04/18,186,東京都
2020/04/19,109,東京都
2020/04/20,101,東京都
2020/04/21,123,東京都
2020/04/22,123,東京都
2020/04/23,134,東京都
2020/04/24,170,東京都
2020/04/25,119,東京都
2020/04/26,82,東京都
2020/04/27,41,東京都
2020/04/28,113,東京都
2020/04/29,47,東京都
2020/04/30,59,東京都
2020/05/01,165,東京都
2020/05/02,154,東京都
2020/05/03,93,東京都
2020/05/04,87,東京都
2020/05/05,57,東京都
2020/05/06,37,東京都
2020/05/07,23,東京都
2020/05/08,39,東京都
2020/05/09,36,東京都
2020/05/10,22,東京都
2020/05/11,15,東京都
2020/05/12,27,東京都
2020/05/13,10,東京都
2020/05/14,30,東京都
2020/05/15,9,東京都
2020/05/16,14,東京都
2020/05/17,5,東京都
2020/05/18,10,東京都
2020/05/19,5,東京都
2020/05/20,5,東京都
2020/05/21,11,東京都
2020/05/22,3,東京都
2020/05/23,2,東京都
2020/05/24,14,東京都
2020/05/25,8,東京都
2020/05/26,10,東京都
2020/05/27,11,東京都
2020/05/28,15,東京都
2020/05/29,21,東京都
2020/05/30,14,東京都
2020/05/31,5,東京都
2020/06/01,13,東京都
2020/06/02,34,東京都
2020/06/03,12,東京都
2020/06/04,28,東京都
2020/06/05,20,東京都
2020/06/06,26,東京都
2020/06/07,14,東京都
2020/06/08,13,東京都
